entry_time,exit_time,regime,pnl_points,pnl_reais,side
2026-03-23 11:48:00,2026-03-23 12:04:00,trend,-8.599999999999454,-86.29999999999454,long
2026-03-23 12:04:00,2026-03-23 12:15:00,trend,1.0299999999997453,9.999999999997453,short
2026-03-23 12:21:00,2026-03-23 12:22:00,range,2.0399999999999636,20.099999999999635,short
2026-03-23 12:27:00,2026-03-23 12:36:00,range,-7.079999999999927,-71.09999999999927,short
2026-03-23 12:39:00,2026-03-23 12:50:00,trend,-5.5600000000004,-55.900000000004,long
2026-03-23 12:54:00,2026-03-23 13:09:00,trend,-11.13000000000011,-111.60000000000109,long
2026-03-23 13:09:00,2026-03-23 13:18:00,trend,-16.199999999999818,-162.2999999999982,short
2026-03-23 13:18:00,2026-03-23 13:37:00,trend,-6.069999999999709,-60.99999999999709,long
2026-03-23 13:37:00,2026-03-23 13:43:00,trend,-1.0,-10.3,short
2026-03-23 13:49:00,2026-03-23 13:52:00,range,-1.0,-10.3,long
2026-03-23 13:54:00,2026-03-23 13:56:00,range,0.010000000000218279,-0.19999999999781726,long
2026-03-23 14:08:00,2026-03-23 14:09:00,range,0.010000000000218279,-0.19999999999781726,long
2026-03-23 14:34:00,2026-03-23 14:37:00,range,-5.559999999999491,-55.899999999994904,long
2026-03-23 14:39:00,2026-03-23 14:51:00,trend,-3.0200000000004366,-30.500000000004366,short
2026-03-23 14:51:00,2026-03-23 14:57:00,trend,-4.039999999999964,-40.69999999999963,long
2026-03-23 14:57:00,2026-03-23 15:05:00,trend,-5.059999999999491,-50.899999999994904,short
2026-03-23 15:23:00,2026-03-23 15:27:00,trend,-3.5299999999997453,-35.59999999999745,long
2026-03-23 15:27:00,2026-03-23 15:28:00,transition,-3.0299999999997453,-30.599999999997454,short
2026-03-23 15:34:00,2026-03-23 15:35:00,transition,-1.0,-10.3,long
2026-03-23 15:39:00,2026-03-23 15:40:00,transition,-4.039999999999964,-40.69999999999963,short
2026-03-23 16:02:00,2026-03-23 16:03:00,range,-3.030000000000655,-30.60000000000655,short
2026-03-23 16:04:00,2026-03-23 16:11:00,range,-1.5,-15.3,short
2026-03-23 16:55:00,2026-03-23 17:14:00,trend,-4.550000000000182,-45.800000000001816,long
2026-03-23 17:14:00,2026-03-23 17:26:00,trend,-2.5200000000004366,-25.500000000004366,short
2026-03-24 09:21:00,2026-03-24 09:28:00,trend,-12.650000000000546,-126.80000000000545,long
2026-03-24 09:28:00,2026-03-24 09:38:00,trend,-21.26000000000022,-212.9000000000022,short
2026-03-24 09:38:00,2026-03-24 09:52:00,trend,-15.180000000000291,-152.10000000000292,long
2026-03-24 09:52:00,2026-03-24 10:01:00,trend,1.0299999999997453,9.999999999997453,short
2026-03-24 10:04:00,2026-03-24 10:09:00,trend,-12.140000000000327,-121.70000000000327,short
